IDfile,IDpersona,Classe
1272,MR031409B,2
1273,MR031409B,2
1274,MR024780D,2
1275,MR024780D,2
1276,MR038469,2
1277,MR038469,2
1278,MR038469,2
1279,MR038469,2
127,110993,3
1280,100360,1
1281,MR038469,2
1282,MR038469,2
1283,MR038469,2
1284,MR032322C,2
1285,MR032322C,2
1286,MR032322C,2
1287,MR032322C,2
1288,MR032322C,2
1289,MR032322C,2
128,111075,3
1290,MR032322C,2
1291,100360,1
1292,MR032322C,2
1293,MR032322C,2
1294,MR032322C,2
1295,MR032322C,2
1296,MR032322C,2
1297,MR032322C,2
129,111075,3
12,112847,3
1302,100360,1
1307,MR039473,2
1308,MR039473,2
1309,MR039473,2
130,111075,3
1310,MR039473,2
1311,MR039473,2
1312,MR039473B,2
1313,100572,1
1314,MR039473B,2
1315,MR039473B,2
1316,MR039473B,2
1317,MR039473B,2
1318,MR039473B,2
1319,MR039473B,2
131,111075,3
1324,100572,1
132,111075,3
1331,MR040240,2
1332,MR040240,2
1333,MR040240,2
1334,MR040240,2
1335,101797,1
1336,100572,1
1337,MR040240,2
1338,MR040240,2
1339,MR040240,2
133,111075,3
1340,MR040240,2
1341,MR040240,2
1342,MR040240,2
1343,MR040240B,2
1344,MR040240B,2
1345,MR040240B,2
1346,MR040240B,2
1347,101016,1
1348,MR040240B,2
1349,MR040240B,2
134,111125,3
1350,MR040240B,2
1351,MR040240B,2
1352,MR040240B,2
1353,MR040240B,2
1354,MR029209G,2
1355,MR029209G,2
1356,MR029209G,2
1357,MR029209G,2
1358,101016,1
1359,MR029209G,2
135,111125,3
1360,MR029209G,2
1361,MR029209G,2
1362,MR029209G,2
1363,MR036496B,2
1364,MR036496B,2
1365,MR036496B,2
1366,MR036496B,2
1367,MR036496B,2
1368,MR036496B,2
1369,101016,1
136,108550,1
1370,MR033420,2
1371,MR033420,2
1372,MR033420,2
1373,MR033420,2
1374,MR033420,2
1375,MR033420,2
1376,MR033420,2
1377,MR024780B,2
1378,MR024780B,2
1379,MR024780B,2
137,111125,3
1380,101016,1
1381,MR024780B,2
1382,MR033389B,2
1385,MR049104,2
1386,MR049104,2
1387,MR049104,2
1388,MR049142,2
1389,MR049142,2
138,111125,3
1390,MR049142,2
1391,101016,1
1392,MR048994B,2
1393,MR048994B,2
1394,MR048994B,2
1395,MR048994B,2
1396,MR048944B,2
1397,MR048944B,2
1398,MR048944B,2
1399,MR048944B,2
139,111125,3
13,112847,3
1400,MR048944B,2
1401,MR048944B,2
1402,101016,1
1403,MR048944B,2
1404,MR049358,2
1405,MR049358,2
1406,MR049358,2
1407,MR049358,2
1408,MR049358,2
1409,MR049358,2
140,111125,3
1410,MR049358,2
1411,MR049358,2
1412,MR049358,2
1413,101127,1
1414,MR049453,2
1415,MR049453,2
1416,MR049453,2
1417,MR049453,2
1418,MR049453,2
1419,MR049453,2
141,111785,3
1420,MR049453,2
1421,MR049453,2
1422,MR049453,2
1424,101127,1
142,111785,3
1431,MR049453B,2
1432,MR049453B,2
1433,MR049453B,2
1434,MR049453B,2
1435,101127,1
1436,MR049453B,2
1437,MR049453B,2
1438,MR049453B,2
1439,MR049453B,2
143,111785,3
1440,MR049453B,2
1441,MR049453B,2
1442,MR049453B,2
1443,MR049453B,2
1444,MR049453B,2
1445,MR049453B,2
1446,101797,1
1447,101127,1
1448,MR050135B,2
1449,MR050135B,2
144,111785,3
1450,MR050135B,2
1451,MR050135B,2
1452,MR050135B,2
1453,MR050135B,2
1454,MR050135B,2
1455,MR050135B,2
1456,MR050135B,2
1457,MR050135B,2
1458,101797,1
1459,MR050135B,2
145,111785,3
1466,MR050791B,2
1467,MR050791B,2
1468,MR050791B,2
1469,101797,1
146,112074,3
1470,MR050791B,2
1476,MR026175C,2
1477,MR026175C,2
1478,MR026175C,2
1479,MR026175C,2
147,108590,1
1480,101797,1
1481,MR026175C,2
1482,MR026175C,2
1483,MR026175C,2
1484,MR051461,2
1485,MR051461,2
1486,MR051461,2
1487,MR051461,2
1488,MR051461,2
1489,MR051461,2
148,112074,3
1490,MR051461,2
1491,101797,1
1492,MR051461,2
1493,MR051461,2
1494,MR051586,2
1495,MR051586,2
1496,MR033389B,2
1497,MR033389B,2
1498,MR033389B,2
1499,MR033389B,2
149,112074,3
1500,MR033389B,2
1502,101797,1
1503,MR026175E,2
1504,MR026175E,2
1505,MR026175E,2
1506,MR026175E,2
1507,MR026175E,2
1508,MR026175E,2
1509,MR026175E,2
150,112074,3
1510,MR026175E,2
1511,MR026175E,2
1512,MR026175E,2
1514,MR026175E,2
1515,MR026175E,2
1516,MR040240C,2
1517,MR040240C,2
1518,MR040240C,2
1519,MR040240C,2
151,112074,3
1520,MR040240C,2
1521,MR040240C,2
1522,MR040240C,2
1523,MR040240C,2
1525,MR040240C,2
1526,MR040240C,2
1527,MR040240C,2
1528,MR040240D,2
1529,MR040240D,2
152,112649,3
1530,MR040240D,2
1531,MR040240D,2
1532,MR040240D,2
1533,MR040240D,2
1534,MR040240D,2
1536,MR040240D,2
1537,MR040240D,2
1538,MR040240D,2
1539,MR040240D,2
153,112649,3
1540,MR017260F,2
1541,MR017260F,2
1542,MR017260F,2
1543,MR017260F,2
1544,MR017260F,2
1545,MR017260F,2
1546,102446,1
1547,MR017260F,2
1548,MR017260F,2
1549,MR017260F,2
154,112649,3
1550,MR017260F,2
1558,102675,1
155,112649,3
1569,102675,1
156,112649,3
1570,MR048297,2
1571,MR048297,2
1572,MR048297,2
1573,MR048297,2
1574,MR048297,2
1575,MR048294B,2
1576,MR048294B,2
1577,MR048294B,2
1578,MR048294B,2
1579,MR048294B,2
157,112649,3
1580,102714,1
1581,MR048621B,2
1582,MR048621B,2
1583,MR048621B,2
1584,MR048621B,2
1585,MR048621B,2
1586,MR048621B,2
158,108590,1
1591,102714,1
159,112746,3
15,113274,3
1602,102714,1
1606,MR040240,2
1607,MR040240,2
1608,MR040240,2
1609,MR040240,2
160,112746,3
1610,MR040240,2
1611,MR040240,2
1612,MR040240,2
1613,102714,1
1614,MR040240,2
1615,MR040240,2
1616,MR040240,2
1617,MR040240B,2
1618,MR040240B,2
1619,MR040240B,2
161,112746,3
1620,MR040240B,2
1621,MR040240B,2
1622,MR040240B,2
1623,MR040240B,2
1624,102929,1
1625,MR040240B,2
1626,MR040240B,2
1627,MR040240B,2
1628,MR029209G,2
1629,MR029209G,2
162,112746,3
1630,MR029209G,2
1631,MR029209G,2
1632,MR029209G,2
1633,MR029209G,2
1634,MR029209G,2
1635,102929,1
1636,MR036496B,2
1637,MR036496B,2
1638,MR036496B,2
1639,MR036496B,2
163,112847,3
1640,MR036496B,2
1641,MR036496B,2
1642,MR033420,2
1643,MR033420,2
1644,MR033420,2
1645,MR033420,2
1646,102929,1
1647,MR033420,2
1648,MR033420,2
1649,MR033420,2
164,112847,3
1650,MR033420,2
1651,MR033420,2
1652,MR033420,2
1653,MR033420,2
1654,MR033389B,2
1655,MR033389B,2
1656,MR033389B,2
1657,102929,1
1658,MR033389B,2
1659,MR033389B,2
165,112847,3
1660,MR033389B,2
1661,MR033389B,2
1662,MR033389B,2
1663,MR033389B,2
1667,MR026175E,2
1669,102929,1
166,112847,3
1670,MR026175E,2
1671,MR026175E,2
1672,MR026175E,2
1673,MR026175E,2
1674,MR026175E,2
1675,MR026175E,2
1676,MR026175E,2
1677,MR026175E,2
1678,MR026175E,2
1679,MR040240C,2
167,113274,3
1680,102929,1
1681,MR040240C,2
1682,MR040240C,2
1683,MR040240C,2
1684,MR040240C,2
1685,MR040240C,2
1686,MR040240C,2
1687,MR040240C,2
1688,MR040240C,2
1689,MR040240C,2
168,113274,3
1690,MR040240C,2
1691,102935,1
1692,MR040240C,2
1693,MR040240C,2
1694,MR040240C,2
1695,MR040240C,2
1696,MR017260F,2
1697,MR017260F,2
1698,MR017260F,2
1699,MR017260F,2
169,108945,1
16,113274,3
1700,MR017260F,2
1701,MR017260F,2
1702,102985,1
170,113274,3
1713,103673,1
171,113741,3
1720,MR051586,2
1721,MR051586,2
1722,MR051586,2
1723,MR051586,2
1724,103673,1
1725,MR051461B,2
1726,MR051461B,2
1727,MR051461B,2
1728,MR051461B,2
1729,MR051644,2
172,113741,3
1730,MR051644,2
1731,MR051644,2
1732,MR051644,2
1733,MR051644,2
1734,MR051644,2
1735,103673,1
1736,MR051644,2
1737,MR051644,2
1738,MR051644,2
1739,MR051644,2
173,113741,3
1740,MR051644,2
1741,MR051644,2
1742,MR051651,2
1743,MR051651,2
1744,MR051651,2
1745,MR051651,2
1746,103673,1
1747,MR051651,2
1748,MR051651,2
1749,MR051651,2
174,114040,3
1750,MR051796,2
1751,MR051796,2
1752,MR051796,2
1753,MR051796,2
1754,MR051796,2
1755,MR051796,2
1756,MR051651B,2
1757,103673,1
1758,MR051651B,2
1759,MR051651B,2
175,114040,3
1760,MR051651B,2
1761,MR051651B,2
1762,MR051651B,2
1763,MR051651B,2
1764,MR051796B,2
1765,MR051796B,2
1766,MR051796B,2
1767,MR052550,2
1768,103673,1
1769,MR052550,2
176,114040,3
1770,MR052550,2
1771,MR052550,2
1772,MR052550,2
1773,MR052550,2
1774,MR051644C,2
1775,MR051644C,2
1776,MR051644C,2
1777,MR051644C,2
1778,MR051644C,2
1779,102446,1
177,114361,3
1780,103673,1
1781,MR051644C,2
1782,MR051644C,2
1783,MR051644C,2
1784,MR051644C,2
1785,MR051644C,2
1786,MR051644C,2
1787,MR051644C,2
1788,MR051644C,2
1789,MR049942B,2
178,114361,3
1790,MR049942B,2
1792,MR049942B,2
1793,MR049942B,2
1799,MR053110B,2
179,114361,3
17,113274,3
1800,MR053110B,2
1801,MR053110B,2
1803,MR053110B,2
1804,MR053110B,2
1805,MR053110B,2
1806,MR053110B,2
180,108945,1
1815,MR054683,2
1816,MR054683,2
1817,MR054683,2
181,114361,3
1826,MR049242C,2
1827,MR049242C,2
1828,MR049242C,2
1829,MR049242C,2
182,114094,3
1830,MR049242C,2
1831,MR053241C,2
1832,MR053241C,2
1833,MR053241C,2
1834,MR053241C,2
183,114094,3
1843,MR029209E,2
1844,MR029209E,2
1845,MR029209E,2
1847,MR029209E,2
1848,MR029209E,2
1849,MR029209E,2
184,114094,3
1850,MR029209E,2
1851,MR053110E,2
1852,MR053110E,2
1853,MR053110E,2
1854,MR053110E,2
1855,MR053110E,2
1856,MR053110E,2
1858,MR053110E,2
1859,MR053110E,2
185,114094,3
1860,MR053110E,2
1861,MR053110E,2
1862,MR053110E,2
1866,MR031409B,2
1867,MR031409B,2
1869,MR024780D,2
186,114094,3
1870,MR024780D,2
1871,MR038469,2
1872,MR038469,2
1873,MR038469,2
1874,MR038469,2
1875,MR038469,2
1876,MR038469,2
1877,MR032322C,2
1878,MR032322C,2
1879,104167,1
1880,MR032322C,2
1881,MR032322C,2
1882,MR032322C,2
1883,MR032322C,2
1884,MR032322C,2
1885,MR032322C,2
1886,MR032322C,2
1887,MR032322C,2
1888,MR032322C,2
1889,MR032322C,2
1890,102675,1
1891,104167,1
1892,MR032322C,2
1893,MR032322C,2
18,113741,3
1902,104167,1
1903,MR039473,2
1904,MR039473,2
1905,MR039473,2
1906,MR039473,2
1907,MR039473B,2
1908,MR039473B,2
1909,MR039473B,2
190,106062,3
1910,MR039473B,2
1911,MR039473B,2
1912,MR039473B,2
1913,104167,1
1914,MR039473B,2
1915,MR039473B,2
1916,MR039473B,2
191,108945,1
1924,104167,1
1926,MR029209E,2
1927,MR029209E,2
1928,MR029209E,2
1929,MR029209E,2
192,106062,3
1930,MR029209E,2
1931,MR029209E,2
1932,MR029209E,2
1933,MR053110E,2
1934,MR053110E,2
1935,104167,1
1936,MR053110E,2
1937,MR053110E,2
1938,MR053110E,2
193,106062,3
1944,MR031409B,2
1945,MR031409B,2
1946,104281,1
1947,MR024780D,2
1948,MR024780D,2
1949,MR024780D,2
194,106062,3
1950,MR038469,2
1951,MR038469,2
1952,MR038469,2
1953,MR038469,2
1954,MR038469,2
1955,MR032322C,2
1956,MR032322C,2
1957,104281,1
1958,MR032322C,2
1959,MR032322C,2
195,106062,3
1960,MR032322C,2
1961,MR032322C,2
1962,MR032322C,2
1963,MR032322C,2
1964,MR032322C,2
1965,MR032322C,2
1966,MR032322C,2
1968,104281,1
196,106062,3
1973,MR039473,2
1974,MR039473,2
1975,MR039473,2
1976,MR039473,2
1977,MR039473,2
1978,MR039473,2
1979,104281,1
197,106062,3
1980,MR039473B,2
1981,MR039473B,2
1982,MR039473B,2
1983,MR039473B,2
1984,MR039473B,2
1985,MR039473B,2
1986,MR039473B,2
1987,MR040240,2
1988,MR040240,2
1989,MR040240,2
198,107495,3
1990,104281,1
1991,MR040240,2
1992,MR040240,2
1993,MR040240,2
1994,MR040240,2
1995,MR040240,2
1996,MR040240B,2
1997,MR040240B,2
1998,MR040240B,2
1999,MR040240B,2
199,107495,3
19,113741,3
1,100360,1
2000,MR040240B,2
2001,102714,1
2002,104281,1
2003,MR029209G,2
2004,MR029209G,2
2005,MR029209G,2
2006,MR029209G,2
2007,MR029209G,2
2008,MR036496B,2
2009,MR036496B,2
200,107495,3
2010,MR036496B,2
2011,MR036496B,2
2012,MR033420,2
2013,105374,1
2014,MR033420,2
2015,MR033420,2
2016,MR033420,2
2017,MR033420,2
2018,MR033420,2
2019,MR033420,2
201,107495,3
2020,MR033420,2
2021,MR024780B,2
2022,MR024780B,2
2023,MR024780B,2
2024,105374,1
2025,MR024780B,2
2026,MR033389B,2
2028,MR048297,2
2029,MR048297,2
202,108945,1
2030,MR048297,2
2031,MR048297,2
2032,MR048297,2
2033,MR048297,2
2034,MR048297,2
2035,105555,1
2036,MR048297,2
2037,MR048294B,2
2038,MR048294B,2
2039,MR048294B,2
203,107495,3
2040,MR048294B,2
2041,MR048294B,2
2042,MR048294B,2
2043,MR048621B,2
2044,MR048621B,2
2045,MR048621B,2
2046,105555,1
204,107495,3
2057,105555,1
205,107429,3
2062,MR049104,2
2063,MR049104,2
2064,MR049104,2
2065,MR049104,2
2066,MR049142,2
2067,MR049142,2
2068,105937,1
2069,MR049142,2
206,107429,3
2070,MR048994B,2
2071,MR048994B,2
2072,MR048994B,2
2073,MR048994B,2
2074,MR048994B,2
2075,MR049358,2
2076,MR049358,2
2077,MR049358,2
2078,MR049358,2
2079,105937,1
207,107429,3
2080,MR049358,2
2081,MR049358,2
2082,MR049358,2
2083,MR049104B,2
2084,MR049104B,2
2085,MR049104B,2
2086,MR049453,2
2087,MR049453,2
2088,MR049453,2
2089,MR049453,2
208,107429,3
2090,105937,1
2091,MR049453,2
2092,MR049453,2
2093,MR049453,2
2094,MR049453,2
2095,MR049453,2
209,107429,3
20,114040,3
2101,105937,1
2103,MR050135B,2
2104,MR050135B,2
2105,MR050135B,2
2106,MR050135B,2
2107,MR050135B,2
2108,MR050135B,2
2109,MR050135B,2
210,107429,3
2110,MR050135B,2
2111,MR050135B,2
2112,102714,1
2113,106284,1
211,107429,3
2120,MR050791B,2
2121,MR050791B,2
2122,MR050791B,2
2123,MR050791B,2
2124,106284,1
2125,MR050791B,2
2126,MR050791B,2
2127,MR050791B,2
2128,MR050791B,2
212,107505,3
2133,MR051461,2
2134,MR051461,2
2135,106284,1
2136,MR051461,2
2137,MR051461,2
2138,MR051461,2
2139,MR051461,2
213,109411,1
2140,MR051461,2
2141,MR051586,2
2142,MR051586,2
2143,MR051586,2
2144,MR051586,2
2145,MR051586,2
2146,106284,1
2147,MR051586,2
2148,MR051586,2
2149,MR051586,2
214,107505,3
2150,MR051586,2
2151,MR051644,2
2152,MR051644,2
2153,MR051644,2
2154,MR051644,2
2155,MR051644,2
2156,MR051644,2
2157,106442,1
2158,MR051644,2
2159,MR051644,2
215,107505,3
2160,MR051644,2
2161,MR051644,2
2162,MR051651,2
2163,MR051651,2
2164,MR051651,2
2165,MR051651,2
2166,MR051796,2
2167,MR051796,2
2168,106442,1
2169,MR051796,2
216,107505,3
2170,MR051796,2
2171,MR051796,2
2172,MR051796,2
2173,MR051796,2
2174,MR051651B,2
2175,MR051651B,2
2176,MR051651B,2
2177,MR051651B,2
2178,MR051651B,2
2179,106442,1
217,107505,3
2180,MR051651B,2
218,107743,3
2191,MR051796B,2
2192,MR051796B,2
2193,MR051796B,2
2194,MR051796B,2
2195,MR051796B,2
2196,MR052550,2
2197,MR052550,2
2198,MR052550,2
2199,MR052550,2
219,107743,3
21,114040,3
2200,MR052550,2
2202,MR052550,2
2203,MR052550,2
2204,MR052550,2
2205,MR051644C,2
2206,MR051644C,2
2207,MR051644C,2
2208,MR051644C,2
2209,MR051644C,2
220,107743,3
2210,MR051644C,2
2211,MR051644C,2
2212,106665,1
2213,MR051644C,2
2214,MR051644C,2
2215,MR051644C,2
2216,MR049942B,2
2217,MR049942B,2
2218,MR049942B,2
221,107743,3
2222,MR053110B,2
2223,100360,1
2224,102714,1
2225,106665,1
2226,MR053110B,2
2227,MR053110B,2
2228,MR053110B,2
2229,MR053110B,2
222,108858,3
2230,MR053110B,2
2235,MR054875,2
2236,106665,1
2237,MR054875,2
2238,MR054875,2
2239,MR054875,2
223,108858,3
2240,MR054875,2
2247,106665,1
2248,MR056144,2
2249,MR056144,2
224,101016,1
2257,MR029209E,2
2258,106665,1
2259,53669,1
225,109968,1
2260,MR033389B,2
2261,MR033389B,2
2262,MR033389B,2
2263,MR033389B,2
2264,MR033389B,2
2265,MR033389B,2
2266,MR033389B,2
2267,MR033389B,2
2269,106720,1
226,108858,3
2272,MR040240C,2
2273,MR040240C,2
2274,MR040240C,2
2275,MR040240C,2
2276,MR040240C,2
2277,MR040240D,2
2278,MR040240D,2
2279,MR017260F,2
227,108858,3
2280,106720,1
2281,MR017260F,2
2282,MR017260F,2
2283,MR017260F,2
2284,MR017260F,2
2285,MR017260F,2
2286,MR017260F,2
228,108858,3
2291,106720,1
2295,95969,1
2296,88510,1
2297,106720,1
2298,106720,1
2299,106720,1
22,114040,3
2300,102714,1
2301,106720,1
2302,106914,1
2303,106914,1
2304,106914,1
2305,106914,1
2311,102929,1
2322,102929,1
2325,108550,1
2326,108550,1
2327,108590,1
2328,108590,1
2329,108945,1
2330,108945,1
2331,108945,1
2332,108945,1
2333,102935,1
2334,109411,1
2335,109968,1
2336,109968,1
2337,109968,1
2338,109968,1
2339,110116,1
2340,110116,1
2341,110116,1
2342,110116,1
2343,111077,1
2344,102985,1
2345,111077,1
2346,111077,1
2347,111077,1
2348,111366,1
2349,111366,1
234,109471,3
2350,111366,1
2351,111366,1
2352,111532,1
2353,111532,1
2354,111532,1
2355,103673,1
2356,111532,1
2357,111532,1
2358,112002,1
2359,112002,1
235,109471,3
2360,112002,1
2361,112002,1
2362,112062,1
2363,112062,1
2364,112062,1
2365,112062,1
2366,103673,1
2367,112252,1
2368,112252,1
2369,112552,1
236,109968,1
2370,112552,1
2371,112552,1
2372,112552,1
2373,112552,1
2374,112552,1
2375,112552,1
2376,112648,1
2377,103673,1
2378,112648,1
2379,112648,1
237,109471,3
2388,103673,1
2389,113554,1
238,109471,3
2390,113554,1
2391,113554,1
2392,113805,1
2393,113805,1
2394,114018,1
2395,114018,1
2396,114018,1
2397,114018,1
2398,114359,1
2399,100360,1
239,109471,3
23,114361,3
2400,103673,1
2401,114359,1
2402,114359,1
2403,114359,1
2404,114359,1
2405,114359,1
2406,97607,1
2407,97607,1
2408,97607,1
2409,97737,1
240,109471,3
2410,97737,1
2411,103673,1
2412,97737,1
2413,97737,1
2414,97737,1
2415,97737,1
2416,97875,1
2417,97875,1
2418,97875,1
2419,97875,1
241,109769,3
2420,97943,1
2421,97943,1
2423,97943,1
2424,97943,1
2425,97943,1
2426,98241,1
2427,98241,1
2428,98241,1
2429,98241,1
242,109769,3
2430,98241,1
2431,98241,1
2432,98241,1
2434,99017,1
2435,99017,1
243,109769,3
2441,99288,1
2442,99308,1
2443,99308,1
2445,99308,1
2446,99308,1
2447,100360,1
2448,100360,1
2449,100360,1
244,109769,3
2450,100360,1
2451,100360,1
2452,100360,1
2453,100572,1
2454,100572,1
2455,104167,1
2456,100639,1
2457,100639,1
2458,100920,1
2459,100920,1
245,109769,3
2460,100920,1
2461,101016,1
2462,101016,1
2463,101016,1
2464,101016,1
2465,101082,1
2466,104167,1
2467,101082,1
2468,101127,1
2469,101127,1
2470,101127,1
2471,101127,1
2472,101797,1
2473,101797,1
2474,101797,1
2475,101797,1
2476,101797,1
2477,104167,1
2478,101797,1
2479,101801,1
247,109968,1
2480,101801,1
2481,101801,1
2484,102446,1
2485,102446,1
2486,102675,1
2487,102675,1
2488,104167,1
2489,102714,1
2490,102714,1
2491,102714,1
2492,102714,1
2493,102714,1
2498,102935,1
2499,104281,1
24,114361,3
2500,102960,1
2501,102960,1
2502,102960,1
2503,102960,1
2504,102960,1
2505,102985,1
2506,103673,1
2507,103673,1
2508,103673,1
2509,103673,1
250,110518,3
2510,100360,1
2511,104281,1
2512,103673,1
2517,104167,1
2518,104167,1
2519,104167,1
251,110518,3
2520,104167,1
2521,104167,1
2522,104281,1
2523,104281,1
2524,104281,1
2525,104281,1
2526,104281,1
2527,104695,1
2528,104695,1
2529,104695,1
252,110518,3
2530,105374,1
2531,105555,1
2532,105555,1
2533,104281,1
2534,105937,1
2535,105937,1
2536,105937,1
2537,106284,1
2538,106284,1
2539,106284,1
253,110518,3
2540,106284,1
2541,106442,1
2542,106442,1
2543,106442,1
2544,104281,1
2547,106592,1
2548,106665,1
2549,106665,1
254,110537,3
2550,106665,1
2551,106665,1
2552,106665,1
2553,106665,1
2554,106665,1
2555,104281,1
2556,106720,1
2557,106720,1
2558,106720,1
2559,106914,1
255,110537,3
2560,106914,1
2561,106914,1
2562,106914,1
2563,106914,1
2564,106914,1
2565,106914,1
2566,104281,1
256,110537,3
2577,105374,1
2578,107946,1
2579,107946,1
257,110537,3
2580,107946,1
2581,107946,1
2587,108550,1
2588,105374,1
2589,108550,1
258,109968,1
2590,108590,1
2591,108590,1
2592,108945,1
2593,108945,1
2594,108945,1
2595,108945,1
2598,109411,1
2599,105555,1
259,110993,3
2600,109968,1
2601,109968,1
2602,109968,1
2603,109968,1
2604,110808,1
2605,110808,1
2606,111077,1
2607,111077,1
2608,111077,1
2609,111366,1
260,110993,3
2610,58392,3
2611,111366,1
2612,111366,1
2613,111366,1
2614,111532,1
2615,111532,1
2616,111532,1
2618,111710,1
2619,111710,1
261,110993,3
2620,112002,1
2621,100572,1
2622,105937,1
2623,112002,1
2624,112002,1
2625,112002,1
2626,112062,1
2627,112062,1
2628,112062,1
2629,112252,1
262,111075,3
2630,112252,1
2631,112552,1
2632,112552,1
2633,105937,1
2634,112552,1
2635,112552,1
2636,112552,1
2637,112552,1
2638,112552,1
2639,112648,1
263,111075,3
2640,112648,1
2641,112648,1
2642,112648,1
2644,106284,1
2646,113098,1
2647,113098,1
2648,113098,1
2649,113098,1
264,111075,3
2655,106284,1
2657,113554,1
2658,113554,1
2659,113554,1
265,111075,3
2660,113554,1
2661,113614,1
2662,113614,1
2663,113614,1
2664,113614,1
2665,113805,1
2666,106284,1
2667,113971,1
2668,113971,1
2669,114018,1
266,111075,3
2670,114018,1
2671,114018,1
2672,114018,1
2673,114018,1
2674,114018,1
2675,114359,1
2676,114359,1
2677,106284,1
2678,114359,1
2679,114359,1
267,111125,3
2680,114359,1
2681,114359,1
2682,114359,1
